$ACRAW,832,-528,-16336,5,93,386*37
$ACRAW,752,-576,-16192,9,79,379*57
$ACRAW,816,-528,-16240,4,89,380*97
$ACRAW,848,-576,-16288,4,85,383*27
$ACRAW,400,-544,-16368,-1,91,387*55
$ACRAW,656,-576,-16368,8,82,386*27
$ACRAW,848,-608,-16240,3,86,382*97
$ACRAW,560,-368,-16368,3,84,378*17
$ACRAW,1008,-384,-16336,2,79,384*24
$ACRAW,592,-544,-16192,4,78,381*17
$ACRAW,784,-512,-16272,10,70,385*34
$ACRAW,768,-592,-16208,7,74,384*77
$ACRAW,928,-512,-16336,15,62,389*04
$ACRAW,704,-512,-16032,13,54,381*C4
$ACRAW,1072,-528,-16400,19,64,382*D7
$ACRAW,800,-512,-16208,19,57,385*14
$ACRAW,944,-560,-16400,13,57,387*34
$ACRAW,672,-560,-16112,15,50,386*F4
$ACRAW,960,-448,-16288,12,47,384*B4
$ACRAW,752,-528,-16256,13,38,387*A4
$ACRAW,1024,-608,-16400,17,38,382*87
$ACRAW,704,-512,-16256,22,31,397*A4
$ACRAW,816,-544,-16368,18,38,397*94
$ACRAW,800,-576,-16160,19,29,391*24
$ACRAW,976,-512,-16304,21,19,390*94
$ACRAW,992,-480,-16272,33,18,387*D4
$ACRAW,880,-448,-16192,24,22,398*74
$ACRAW,960,-544,-16352,28,11,401*04
$ACRAW,832,-544,-16352,28,7,401*17
$ACRAW,1104,-608,-16336,23,15,400*C7
$ACRAW,864,-688,-16224,34,4,404*A7
$ACRAW,832,-576,-16288,30,9,401*17
$ACRAW,816,-640,-16256,24,2,391*27
$ACRAW,800,-480,-16208,30,9,396*97
$ACRAW,752,-528,-16224,26,3,398*F7
$ACRAW,912,-480,-16272,25,-8,397*F5
$ACRAW,816,-496,-16352,28,3,393*17
$ACRAW,1120,-400,-16288,22,-6,405*F6
$ACRAW,864,-432,-16336,26,-7,400*25
$ACRAW,896,-400,-16320,24,-14,397*06
$ACRAW,864,-496,-16208,27,-32,402*56
$ACRAW,928,-416,-16416,25,-21,406*96
$ACRAW,816,-496,-16240,30,-22,401*86
$ACRAW,928,-544,-16224,36,-32,418*76
$ACRAW,896,-512,-16224,24,-40,406*96
$ACRAW,976,-560,-16272,35,-49,399*86
$ACRAW,784,-512,-16224,22,-37,404*16
$ACRAW,992,-528,-16144,23,-43,410*36
$ACRAW,880,-400,-16176,24,-59,409*F6
$ACRAW,912,-528,-16128,21,-53,413*16
$ACRAW,896,-464,-16272,19,-59,410*B6
$ACRAW,1088,-496,-16208,29,-57,406*75
$ACRAW,1104,-432,-16400,19,-70,412*15
$ACRAW,1024,-496,-16224,28,-65,418*05
$ACRAW,912,-448,-16256,26,-71,419*16
$ACRAW,944,-512,-16192,27,-84,418*D6
$ACRAW,1024,-544,-16352,19,-81,420*D5
$ACRAW,960,-464,-16256,24,-94,425*C6
$ACRAW,864,-512,-16480,16,-84,430*06
$ACRAW,848,-432,-16176,21,-94,424*16
$ACRAW,1120,-480,-16336,16,-95,420*95
$ACRAW,944,-448,-16320,8,-105,423*56
$ACRAW,1136,-464,-16256,20,-104,428*76
$ACRAW,816,-400,-16240,7,-105,434*16
$ACRAW,1024,-512,-16240,20,-110,435*B6
$ACRAW,1008,-512,-16224,8,-113,427*D5
$ACRAW,1056,-448,-16288,10,-119,433*86
$ACRAW,992,-528,-16256,9,-121,437*B6
$ACRAW,1088,-400,-16352,8,-124,436*35
$ACRAW,1056,-512,-16336,-2,-129,436*A7
$ACRAW,912,-464,-16192,3,-145,449*06
$ACRAW,1056,-416,-16352,1,-145,436*95
$ACRAW,1024,-432,-16112,-8,-143,452*C7
$ACRAW,1008,-496,-16320,-1,-145,452*07
$ACRAW,1088,-608,-16272,-15,-150,449*04
$ACRAW,1056,-448,-16256,-12,-161,447*84
$ACRAW,800,-400,-16272,-13,-157,451*B7
$ACRAW,1008,-528,-16352,-11,-170,454*04
$ACRAW,928,-512,-16240,-23,-166,450*37
$ACRAW,944,-384,-16144,-22,-174,464*27
$ACRAW,1088,-480,-16240,-34,-179,469*94
$ACRAW,1152,-496,-16256,-33,-174,461*D4
$ACRAW,1024,-496,-16048,-35,-186,459*04
$ACRAW,1088,-464,-16368,-39,-180,466*C4
$ACRAW,1072,-560,-16192,-41,-192,470*04
$ACRAW,1264,-384,-16208,-48,-203,470*B4
$ACRAW,992,-528,-16032,-53,-193,478*B7
$ACRAW,1056,-448,-16304,-65,-202,477*B4
$ACRAW,704,-512,-16288,-60,-195,475*B7
$ACRAW,1024,-496,-16352,-59,-198,483*A4
$ACRAW,912,-544,-16192,-67,-215,478*87
$ACRAW,944,-592,-16192,-74,-217,482*57
$ACRAW,1104,-560,-16368,-76,-220,478*14
$ACRAW,896,-496,-16304,-89,-214,479*67
$ACRAW,1168,-448,-16368,-90,-227,479*E4
$ACRAW,992,-592,-16256,-100,-217,488*D4
$ACRAW,912,-512,-16144,-103,-228,480*A4
$ACRAW,1104,-480,-16192,-105,-224,500*67
$ACRAW,1072,-528,-16368,-117,-233,487*97
$ACRAW,1088,-560,-16128,-124,-235,492*47
$ACRAW,1168,-608,-16256,-122,-232,486*87
$ACRAW,880,-480,-16096,-129,-228,493*E4
$ACRAW,1152,-448,-16352,-140,-238,485*F7
$ACRAW,1088,-528,-16192,-145,-247,489*17
$ACRAW,1056,-496,-16368,-146,-240,490*D7
$ACRAW,864,-512,-16096,-163,-241,490*C4
$ACRAW,944,-528,-16320,-160,-239,503*F4
$ACRAW,976,-464,-16256,-164,-239,498*04
$ACRAW,1184,-448,-16320,-169,-242,496*57
$ACRAW,976,-448,-16160,-180,-251,498*C4
$ACRAW,1184,-528,-16208,-180,-255,491*F7
$ACRAW,1120,-592,-16240,-196,-253,486*B7
$ACRAW,944,-592,-16272,-194,-248,485*A4
$ACRAW,1376,-560,-16384,-198,-249,486*B7
$ACRAW,1152,-544,-16192,-208,-253,489*27
$ACRAW,1200,-560,-16592,-209,-249,486*17
$ACRAW,960,-544,-16032,-219,-246,492*F4
$ACRAW,960,-400,-16224,-218,-253,486*B4
$ACRAW,848,-576,-16128,-224,-251,481*54
$ACRAW,1104,-480,-16272,-235,-243,475*97
$ACRAW,960,-528,-16176,-232,-250,473*54
$ACRAW,1104,-448,-16416,-253,-254,482*77
$ACRAW,1040,-640,-16176,-240,-257,478*B7
$ACRAW,1264,-560,-16432,-253,-246,470*17
$ACRAW,912,-512,-16208,-259,-249,474*14
$ACRAW,1168,-576,-16304,-259,-249,467*87
$ACRAW,880,-496,-16032,-261,-256,472*E4
$ACRAW,1136,-576,-16160,-270,-252,468*D7
$ACRAW,992,-512,-16256,-271,-251,470*54
$ACRAW,1200,-528,-16352,-275,-243,471*E7
$ACRAW,1280,-528,-16272,-286,-248,462*07
$ACRAW,1136,-544,-16160,-287,-238,460*07
$ACRAW,1072,-480,-16336,-296,-240,465*37
$ACRAW,1024,-464,-16288,-300,-244,453*17
$ACRAW,1248,-688,-16400,-307,-239,462*07
$ACRAW,976,-528,-16112,-298,-245,456*34
$ACRAW,1264,-592,-16368,-308,-233,452*97
$ACRAW,1152,-480,-16112,-306,-238,459*C7
$ACRAW,1040,-512,-16240,-312,-225,456*67
$ACRAW,1072,-624,-16240,-309,-238,447*77
$ACRAW,1008,-528,-16240,-316,-237,454*67
$ACRAW,1248,-448,-16272,-322,-232,449*87
$ACRAW,1200,-672,-16416,-321,-229,448*37
$ACRAW,1344,-656,-16224,-335,-231,437*77
$ACRAW,1136,-656,-16352,-323,-226,441*07
$ACRAW,1024,-592,-16272,-332,-230,441*D7
$ACRAW,1280,-624,-16176,-337,-227,449*37
$ACRAW,1120,-624,-16336,-332,-226,444*57
$ACRAW,1152,-624,-16176,-350,-230,445*47
$ACRAW,1040,-720,-16288,-344,-222,436*37
$ACRAW,1120,-448,-16384,-352,-225,446*37
$ACRAW,1072,-576,-16352,-349,-219,430*67
$ACRAW,1344,-672,-16192,-362,-221,429*37
$ACRAW,1296,-512,-16432,-358,-215,433*27
$ACRAW,1152,-656,-16192,-361,-210,430*97
$ACRAW,1072,-640,-16272,-360,-220,436*47
$ACRAW,1168,-784,-16128,-366,-215,425*97
$ACRAW,1024,-448,-16208,-371,-210,431*47
$ACRAW,1104,-672,-16176,-366,-211,432*27
$ACRAW,1072,-448,-16336,-371,-212,432*A7
$ACRAW,1264,-704,-16208,-375,-206,431*A7
$ACRAW,1232,-672,-16368,-379,-203,438*E7
$ACRAW,1200,-480,-16064,-372,-210,433*D7
$ACRAW,1216,-704,-16144,-375,-205,436*07
$ACRAW,1168,-576,-16080,-375,-202,432*77
$ACRAW,1216,-640,-16160,-379,-206,431*F7
$ACRAW,1104,-592,-16208,-374,-197,418*37
$ACRAW,1280,-592,-16288,-374,-195,426*B7
$ACRAW,1184,-592,-16352,-383,-192,417*77
$ACRAW,1344,-704,-16336,-377,-181,428*37
$ACRAW,976,-624,-16160,-392,-193,418*04
$ACRAW,1056,-688,-16160,-390,-198,427*97
$ACRAW,1024,-592,-16272,-392,-179,416*B7
$ACRAW,1264,-704,-16128,-402,-183,419*87
$ACRAW,1200,-768,-16464,-418,-187,428*07
$ACRAW,1184,-560,-16096,-406,-178,430*A7
$ACRAW,1200,-528,-16400,-412,-175,422*97
$ACRAW,1152,-608,-16208,-422,-177,438*87
$ACRAW,1264,-656,-16336,-419,-162,436*B7
$ACRAW,1248,-688,-16224,-421,-166,445*F7
$ACRAW,1232,-672,-16336,-422,-147,443*37
$ACRAW,1232,-832,-16336,-405,-155,454*97
$ACRAW,1232,-752,-16288,-401,-160,456*47
$ACRAW,1024,-640,-16240,-399,-161,456*07
$ACRAW,1088,-656,-16176,-394,-160,453*E7
$ACRAW,1088,-704,-16144,-390,-165,456*D7
$ACRAW,1264,-720,-16368,-388,-153,444*87
$ACRAW,1536,-736,-16064,-387,-157,445*A7
$ACRAW,1136,-672,-16224,-390,-162,435*E7
$ACRAW,1072,-672,-16192,-390,-166,429*87
$ACRAW,1136,-576,-16208,-396,-163,422*67
$ACRAW,1040,-576,-16128,-390,-172,414*47
$ACRAW,1344,-688,-16256,-412,-167,413*57
$ACRAW,1184,-640,-16304,-407,-162,413*87
$ACRAW,1360,-832,-16208,-407,-159,404*87
$ACRAW,1072,-624,-16368,-411,-161,402*C7
$ACRAW,1264,-768,-16224,-423,-148,401*07
$ACRAW,1040,-704,-16320,-416,-146,408*A7
$ACRAW,1344,-784,-16320,-425,-147,399*B7
$ACRAW,1024,-544,-16272,-421,-141,406*57
$ACRAW,1056,-592,-16160,-423,-143,402*F7
$ACRAW,992,-768,-16272,-436,-145,399*F4
$ACRAW,1248,-784,-16288,-432,-136,399*57
$ACRAW,1088,-640,-16272,-425,-134,396*C7
$ACRAW,1200,-704,-16240,-431,-126,398*67
$ACRAW,976,-672,-16192,-438,-130,387*14
$ACRAW,1136,-800,-16160,-432,-134,393*17
$ACRAW,1248,-800,-16256,-433,-111,394*C7
$ACRAW,1120,-656,-16256,-434,-113,400*37
$ACRAW,1104,-832,-16400,-442,-110,392*27
$ACRAW,1152,-672,-16400,-439,-109,391*C7
$ACRAW,1280,-672,-16208,-438,-107,396*67
$ACRAW,1024,-672,-16352,-442,-106,398*67
$ACRAW,1168,-736,-16224,-445,-97,393*B4
$ACRAW,1168,-784,-16208,-449,-99,385*94
$ACRAW,1200,-704,-16096,-444,-89,392*34
$ACRAW,1040,-768,-16208,-449,-94,396*F4
$ACRAW,1120,-800,-16240,-456,-80,393*B4
$ACRAW,1024,-704,-16160,-451,-75,392*84
$ACRAW,1168,-704,-16240,-450,-75,390*34
$ACRAW,1200,-816,-16400,-451,-75,390*14
$ACRAW,1120,-800,-16160,-459,-63,398*34
$ACRAW,816,-752,-16240,-455,-69,387*F7
$ACRAW,1344,-800,-16272,-453,-51,388*94
$ACRAW,1152,-768,-16256,-451,-48,392*A4
$ACRAW,1248,-704,-16288,-450,-53,392*04
$ACRAW,864,-688,-16208,-451,-51,383*B7
$ACRAW,1088,-704,-16288,-460,-40,389*54
$ACRAW,1024,-800,-16304,-452,-38,392*94
$ACRAW,1328,-896,-16240,-463,-33,380*24
$ACRAW,1008,-800,-16112,-457,-37,390*A4
$ACRAW,992,-704,-16224,-466,-30,388*07
$ACRAW,1120,-896,-16272,-473,-24,384*A4
$ACRAW,1152,-832,-16336,-466,-23,393*54
$ACRAW,992,-832,-16240,-474,-11,389*97
$ACRAW,1008,-848,-16320,-467,-10,390*34
$ACRAW,1024,-768,-16224,-465,-8,392*C7
$ACRAW,1088,-768,-16240,-466,2,391*F5
$ACRAW,1232,-864,-16256,-466,-3,396*37
$ACRAW,1040,-992,-16256,-466,3,398*F5
$ACRAW,1264,-832,-16176,-458,13,397*26
$ACRAW,1008,-736,-16256,-459,14,395*46
$ACRAW,1152,-704,-16256,-461,13,404*86
$ACRAW,1008,-720,-16208,-464,22,401*96
$ACRAW,1088,-736,-16224,-454,35,399*B6
$ACRAW,896,-800,-16272,-448,36,405*85
$ACRAW,1216,-832,-16304,-453,41,405*06
$ACRAW,880,-800,-16256,-445,41,413*35
$ACRAW,1008,-832,-16240,-451,52,410*86
$ACRAW,800,-736,-16192,-437,48,424*25
$ACRAW,944,-768,-16240,-437,53,410*95
$ACRAW,992,-784,-16336,-442,42,406*55
$ACRAW,1184,-912,-16240,-434,62,406*96
$ACRAW,1184,-848,-16336,-425,59,412*A6
$ACRAW,912,-752,-16288,-420,58,409*25
$ACRAW,912,-832,-16144,-428,59,402*A5
$ACRAW,960,-896,-16208,-424,61,410*E5
$ACRAW,1136,-944,-16240,-421,68,410*A6
$ACRAW,816,-864,-16240,-413,68,404*75
$ACRAW,1024,-832,-16272,-419,67,403*F6
$ACRAW,912,-912,-16208,-411,65,408*D5
$ACRAW,1280,-912,-16352,-414,83,412*46
$ACRAW,992,-864,-16128,-400,70,404*C5
$ACRAW,1008,-784,-16256,-415,70,402*E6
$ACRAW,768,-880,-16160,-412,82,403*85
$ACRAW,1072,-816,-16368,-410,72,412*D6
$ACRAW,1024,-816,-16272,-398,77,404*16
$ACRAW,1040,-832,-16224,-402,79,410*96
$ACRAW,896,-800,-16272,-407,78,412*F5
$ACRAW,1072,-896,-16368,-395,81,405*56
$ACRAW,1152,-880,-16240,-398,88,412*86
$ACRAW,1024,-768,-16352,-398,85,407*A6
$ACRAW,960,-800,-16176,-400,92,407*75
$ACRAW,912,-912,-16256,-398,93,403*25
$ACRAW,1184,-880,-16320,-399,100,403*45
$ACRAW,912,-736,-16192,-391,93,411*B5
$ACRAW,960,-864,-16224,-396,95,409*05
$ACRAW,896,-1008,-16128,-393,112,414*35
$ACRAW,1072,-864,-16240,-388,107,412*65
$ACRAW,832,-832,-16240,-384,109,408*16
$ACRAW,960,-864,-16256,-385,111,401*26
$ACRAW,880,-944,-16176,-377,115,414*26
$ACRAW,1168,-768,-16416,-381,108,416*85
$ACRAW,736,-816,-16288,-374,114,411*36
$ACRAW,1088,-832,-16272,-382,111,411*F5
$ACRAW,912,-832,-16064,-378,112,413*56
$ACRAW,768,-768,-16272,-373,123,409*16
$ACRAW,720,-848,-16128,-376,115,408*D6
$ACRAW,960,-896,-16320,-365,128,422*A6
$ACRAW,768,-848,-16176,-366,119,434*86
$ACRAW,832,-848,-16320,-365,122,411*56
$ACRAW,992,-800,-16304,-357,132,418*D6
$ACRAW,784,-832,-16224,-363,140,422*D6
$ACRAW,1088,-848,-16336,-351,119,422*55
$ACRAW,912,-800,-16256,-350,138,418*E6
$ACRAW,848,-896,-16176,-350,131,424*86
$ACRAW,848,-768,-16208,-352,133,423*B6
$ACRAW,944,-784,-16336,-349,135,421*66
$ACRAW,832,-912,-16160,-363,134,428*66
$ACRAW,864,-816,-16192,-351,134,429*D6
$ACRAW,848,-880,-16208,-347,145,433*66
$ACRAW,1104,-880,-16320,-343,143,425*85
$ACRAW,832,-896,-16208,-342,143,428*56
$ACRAW,1104,-912,-16272,-340,140,431*15
$ACRAW,736,-768,-16176,-341,143,434*46
$ACRAW,848,-768,-16272,-339,145,431*96
$ACRAW,784,-784,-16240,-335,153,424*A6
$ACRAW,912,-688,-16272,-337,149,432*96
$ACRAW,800,-896,-16176,-337,159,431*F6
$ACRAW,912,-816,-16240,-338,149,424*96
$ACRAW,864,-880,-16320,-332,157,433*26
$ACRAW,832,-768,-16272,-335,155,435*D6
$ACRAW,928,-736,-16352,-336,159,436*36
$ACRAW,896,-928,-16400,-334,157,432*E6
$ACRAW,848,-800,-16368,-328,160,429*C6
$ACRAW,944,-784,-16224,-329,157,433*56
$ACRAW,880,-816,-16176,-323,159,432*96
$ACRAW,832,-784,-16208,-332,166,431*16
$ACRAW,976,-768,-16256,-328,162,436*16
$ACRAW,544,-720,-16160,-322,173,429*26
$ACRAW,864,-720,-16400,-325,169,428*36
$ACRAW,736,-656,-16176,-321,170,426*D6
$ACRAW,880,-784,-16272,-317,173,427*16
$ACRAW,688,-784,-16208,-322,176,428*66
$ACRAW,976,-784,-16304,-325,177,430*A6
$ACRAW,704,-864,-16240,-317,183,430*B6
$ACRAW,864,-800,-16240,-312,180,425*26
$ACRAW,864,-768,-16256,-323,180,416*66
$ACRAW,816,-800,-16256,-318,196,423*B6
$ACRAW,688,-704,-16224,-303,195,424*26
$ACRAW,992,-784,-16336,-298,180,417*B6
$ACRAW,752,-816,-16192,-312,194,416*66
$ACRAW,896,-672,-16256,-309,195,420*86
$ACRAW,832,-800,-16320,-298,195,426*26
$ACRAW,752,-720,-16304,-297,204,413*26
$ACRAW,1024,-832,-16368,-287,205,410*05
$ACRAW,912,-848,-16144,-288,200,406*16
$ACRAW,992,-752,-16320,-289,204,412*D6
$ACRAW,768,-784,-16256,-290,208,410*B6
$ACRAW,1024,-672,-16256,-277,209,410*55
$ACRAW,768,-864,-16224,-282,205,404*46
$ACRAW,1040,-736,-16272,-281,202,399*45
$ACRAW,624,-816,-16144,-271,215,399*36
$ACRAW,896,-672,-16304,-277,206,407*A6
$ACRAW,672,-768,-16160,-259,212,401*B6
$ACRAW,928,-720,-16320,-261,211,404*C6
$ACRAW,752,-688,-16256,-264,217,406*D6
$ACRAW,832,-768,-16336,-260,223,406*F6
$ACRAW,688,-720,-16448,-255,224,401*46
$ACRAW,960,-784,-16336,-245,218,394*86
$ACRAW,624,-656,-16192,-246,222,395*E6
$ACRAW,576,-544,-16208,-242,220,401*66
$ACRAW,880,-592,-16272,-240,226,393*C6
$ACRAW,752,-784,-16224,-234,225,394*D6
